,国内株式,国内債券,国内リート,先進国株式,新興国株式,先進国債券,新興国債券,先進国リート,ポートフォリオ,日付
613,26817.0,30358.0,211315.0,674086.0,27025.0,31302.0,27412.0,25798.0,1054113.0,2020-07-13
614,26682.0,30374.0,210927.0,673399.0,27139.0,31386.0,27442.0,25798.0,1053147.0,2020-07-14
615,27099.0,30361.0,211822.0,680314.0,26961.0,31556.0,27554.0,25904.0,1061571.0,2020-07-15
616,26919.0,30391.0,209885.0,685935.0,26980.0,31444.0,27442.0,26115.0,1065111.0,2020-07-16
617,26831.0,30409.0,210299.0,684681.0,26585.0,31521.0,27496.0,25801.0,1063623.0,2020-07-17
618,26884.0,30379.0,209724.0,688725.0,26852.0,31605.0,27508.0,26135.0,1067812.0,2020-07-20
619,26982.0,30414.0,209631.0,693375.0,27067.0,31648.0,27515.0,25760.0,1072392.0,2020-07-21
620,26815.0,30412.0,211368.0,693658.0,27505.0,31676.0,27725.0,25888.0,1075047.0,2020-07-22
621,26878.0,30405.0,212517.0,677160.0,26606.0,31613.0,27531.0,25704.0,1058414.0,2020-07-27
622,26747.0,30414.0,211956.0,679222.0,26805.0,31613.0,27597.0,25742.0,1060096.0,2020-07-28
623,26402.0,30447.0,212958.0,674329.0,26945.0,31527.0,27437.0,26142.0,1056187.0,2020-07-29
624,26240.0,30447.0,211555.0,681325.0,27059.0,31572.0,27447.0,26590.0,1062235.0,2020-07-30
625,25502.0,30468.0,211341.0,674370.0,26855.0,31631.0,27314.0,26432.0,1053913.0,2020-07-31
626,25952.0,30426.0,210860.0,684519.0,27096.0,31915.0,27538.0,26801.0,1065107.0,2020-08-03
627,26511.0,30442.0,214174.0,691232.0,27112.0,31921.0,27484.0,26506.0,1075382.0,2020-08-04
628,26500.0,30461.0,215230.0,690989.0,27308.0,31907.0,27363.0,26812.0,1076570.0,2020-08-05
629,26417.0,30440.0,212798.0,695518.0,27587.0,31910.0,27423.0,26787.0,1078880.0,2020-08-06
630,26363.0,30451.0,212210.0,697863.0,27703.0,31971.0,27358.0,26806.0,1080725.0,2020-08-07
631,27027.0,30400.0,212704.0,701665.0,27319.0,31910.0,27229.0,27325.0,1085579.0,2020-08-11
632,27364.0,30354.0,212811.0,702878.0,27563.0,31895.0,27416.0,27190.0,1087471.0,2020-08-12
633,27680.0,30365.0,214468.0,714362.0,27703.0,31979.0,27493.0,27406.0,1101456.0,2020-08-13
634,27667.0,30316.0,213813.0,714685.0,27791.0,31964.0,27596.0,27154.0,1100986.0,2020-08-14
635,27434.0,30330.0,214455.0,710237.0,27613.0,31900.0,27541.0,27042.0,1096552.0,2020-08-17
636,27453.0,30344.0,216940.0,708984.0,27584.0,31805.0,27157.0,27068.0,1097335.0,2020-08-18
637,27502.0,30365.0,214575.0,706194.0,27560.0,31735.0,27126.0,26742.0,1091799.0,2020-08-19
638,27254.0,30347.0,215283.0,709469.0,27616.0,31849.0,27313.0,26482.0,1095613.0,2020-08-20
639,27336.0,30330.0,220254.0,707649.0,27133.0,31839.0,27210.0,26734.0,1098485.0,2020-08-21
640,27388.0,30368.0,220147.0,708579.0,27385.0,31766.0,27120.0,26761.0,1099514.0,2020-08-24
641,27698.0,30372.0,221604.0,717516.0,27860.0,31809.0,27224.0,27035.0,1111118.0,2020-08-25
642,27682.0,30340.0,220789.0,722732.0,28159.0,31881.0,27391.0,27210.0,1116184.0,2020-08-26
643,27536.0,30342.0,221671.0,726291.0,28125.0,31710.0,27197.0,26904.0,1119776.0,2020-08-27
644,27355.0,30291.0,221964.0,730820.0,28247.0,31817.0,27339.0,27365.0,1125198.0,2020-08-28
645,27581.0,30323.0,223234.0,726089.0,28067.0,31591.0,27356.0,27239.0,1121480.0,2020-08-31
646,27542.0,30330.0,219225.0,728677.0,27661.0,31805.0,27416.0,27177.0,1119833.0,2020-09-01
647,27672.0,30330.0,220361.0,733084.0,28125.0,31872.0,27608.0,27131.0,1126183.0,2020-09-02
648,27804.0,30349.0,223515.0,743800.0,28186.0,31956.0,27489.0,27622.0,1140721.0,2020-09-03
649,27553.0,30337.0,222071.0,721357.0,27900.0,31990.0,27477.0,27399.0,1116084.0,2020-09-04
650,27435.0,30321.0,218303.0,715292.0,27725.0,31884.0,27543.0,27282.0,1105785.0,2020-09-07
651,27628.0,30347.0,218904.0,717071.0,27600.0,31802.0,27463.0,27267.0,1108082.0,2020-09-08
652,27361.0,30372.0,218116.0,697176.0,27306.0,31710.0,27234.0,26866.0,1086141.0,2020-09-09
653,27695.0,30370.0,218196.0,712583.0,27388.0,31775.0,27541.0,27102.0,1102650.0,2020-09-10
654,27895.0,30405.0,216446.0,702554.0,27300.0,31763.0,27442.0,26770.0,1090575.0,2020-09-11
655,28142.0,30407.0,216820.0,703039.0,27494.0,31852.0,27500.0,26608.0,1091862.0,2020-09-14
656,27966.0,30414.0,219359.0,708175.0,27711.0,31780.0,27479.0,27084.0,1099968.0,2020-09-15
657,28026.0,30407.0,222152.0,709873.0,27807.0,31633.0,27430.0,27203.0,1104531.0,2020-09-16
658,27925.0,30419.0,222245.0,705142.0,27836.0,31492.0,27421.0,27278.0,1099758.0,2020-09-17
659,28062.0,30416.0,216379.0,699117.0,27589.0,31551.0,27381.0,26925.0,1087420.0,2020-09-18
660,28025.0,30433.0,216112.0,687188.0,27019.0,31409.0,26928.0,25758.0,1072872.0,2020-09-23
661,27721.0,30421.0,218210.0,677443.0,26935.0,31453.0,26680.0,25225.0,1064088.0,2020-09-24
662,27854.0,30414.0,221617.0,677968.0,26555.0,31484.0,26754.0,25299.0,1067945.0,2020-09-25
663,28328.0,30377.0,223167.0,684802.0,26516.0,31406.0,26579.0,25645.0,1076820.0,2020-09-28
664,28494.0,30395.0,223515.0,696812.0,26781.0,31480.0,26476.0,26277.0,1090230.0,2020-09-29
665,27931.0,30405.0,221016.0,697459.0,26876.0,31728.0,26647.0,26109.0,1088171.0,2020-09-30
666,27933.0,30391.0,221016.0,698996.0,27157.0,31576.0,26757.0,26124.0,1089950.0,2020-10-01
667,27650.0,30409.0,219880.0,703282.0,27229.0,31609.0,26872.0,26668.0,1093599.0,2020-10-02
668,28132.0,30391.0,222953.0,698551.0,27136.0,31615.0,26837.0,27068.0,1092683.0,2020-10-05
669,28279.0,30351.0,224503.0,711208.0,27425.0,31618.0,27037.0,27287.0,1107708.0,2020-10-06
670,28292.0,30358.0,223007.0,703161.0,27616.0,31551.0,26897.0,27197.0,1098079.0,2020-10-07
671,28446.0,30368.0,222539.0,715818.0,27942.0,31667.0,27054.0,27302.0,1111136.0,2020-10-08
672,28306.0,30365.0,221323.0,720993.0,28141.0,31703.0,27106.0,27694.0,1115631.0,2020-10-09
673,28238.0,30368.0,220628.0,725199.0,28207.0,31705.0,27196.0,27520.0,1119061.0,2020-10-12
674,28336.0,30361.0,221564.0,732437.0,28446.0,31636.0,27070.0,27547.0,1127397.0,2020-10-13
675,28247.0,30361.0,220067.0,728515.0,28467.0,31652.0,27033.0,27174.0,1121516.0,2020-10-14
676,28038.0,30381.0,218757.0,723703.0,28380.0,31642.0,26956.0,26826.0,1114683.0,2020-10-15
677,27795.0,30398.0,216259.0,719659.0,28037.0,31615.0,26860.0,26923.0,1107546.0,2020-10-16
678,28144.0,30391.0,217261.0,721883.0,28141.0,31658.0,26989.0,26628.0,1111095.0,2020-10-19
679,27933.0,30414.0,214869.0,714968.0,28260.0,31740.0,27063.0,26372.0,1101619.0,2020-10-20
680,28138.0,30377.0,215136.0,716222.0,28387.0,31703.0,27138.0,26506.0,1103607.0,2020-10-21
681,27832.0,30381.0,215016.0,707851.0,28266.0,31446.0,26986.0,26288.0,1094066.0,2020-10-22
682,27925.0,30358.0,215978.0,710278.0,28247.0,31334.0,27016.0,26426.0,1097562.0,2020-10-23
683,27816.0,30370.0,212611.0,713715.0,28266.0,31421.0,27030.0,26558.0,1097787.0,2020-10-26
684,27793.0,30381.0,212651.0,701665.0,28149.0,31465.0,27005.0,26190.0,1085299.0,2020-10-27
685,27707.0,30388.0,210767.0,695761.0,28125.0,31388.0,26834.0,25641.0,1076611.0,2020-10-28
686,27682.0,30386.0,213092.0,672267.0,27775.0,31312.0,26637.0,25013.0,1054164.0,2020-10-29
687,27137.0,30351.0,209871.0,678090.0,27860.0,31254.0,26614.0,25241.0,1056418.0,2020-10-30
688,27630.0,30356.0,210753.0,671579.0,27460.0,31217.0,26637.0,25157.0,1050789.0,2020-11-02
689,27963.0,30363.0,214041.0,693213.0,27828.0,31275.0,26795.0,26302.0,1077780.0,2020-11-04
690,28353.0,30423.0,218276.0,706113.0,28226.0,31348.0,26944.0,26266.0,1095949.0,2020-11-05
691,28505.0,30414.0,217060.0,716384.0,28790.0,31306.0,27147.0,26336.0,1105942.0,2020-11-06
692,28908.0,30414.0,219185.0,714887.0,28971.0,31238.0,27372.0,26063.0,1107038.0,2020-11-09
693,29234.0,30365.0,219733.0,738179.0,29793.0,31452.0,28011.0,27730.0,1134497.0,2020-11-10
694,29721.0,30354.0,222659.0,738867.0,29467.0,31415.0,27949.0,28404.0,1138836.0,2020-11-11
695,29668.0,30372.0,220201.0,747035.0,29559.0,31474.0,27994.0,28566.0,1144869.0,2020-11-12
696,29274.0,30379.0,217635.0,737249.0,29482.0,31484.0,27790.0,28051.0,1131344.0,2020-11-13
697,29766.0,30384.0,216392.0,742830.0,29655.0,31478.0,27800.0,28546.0,1136851.0,2020-11-16
698,29814.0,30386.0,217341.0,750270.0,29893.0,31446.0,27863.0,29012.0,1146025.0,2020-11-17
699,29572.0,30419.0,216219.0,745539.0,29753.0,31377.0,27804.0,28917.0,1139600.0,2020-11-18
700,29670.0,30416.0,215297.0,739069.0,29761.0,31277.0,27755.0,28307.0,1131552.0,2020-11-19
701,29691.0,30437.0,215564.0,741050.0,29679.0,31367.0,27826.0,28344.0,1133958.0,2020-11-20
702,30293.0,30407.0,216352.0,746631.0,30344.0,31569.0,27915.0,28535.0,1142046.0,2020-11-24
703,30383.0,30412.0,216032.0,757589.0,30495.0,31593.0,28027.0,28784.0,1153315.0,2020-11-25
704,30566.0,30398.0,217007.0,756740.0,30283.0,31584.0,28069.0,28714.0,1153361.0,2020-11-26
705,30706.0,30381.0,218370.0,754880.0,30434.0,31535.0,27999.0,28636.0,1152941.0,2020-11-27
706,30165.0,30388.0,217167.0,756174.0,30395.0,31572.0,27950.0,28406.0,1152217.0,2020-11-30
707,30397.0,30402.0,219145.0,753909.0,29851.0,31615.0,27908.0,28157.0,1151384.0,2020-12-01
708,30494.0,30400.0,217381.0,763452.0,30387.0,31654.0,28237.0,28573.0,1160578.0,2020-12-02
709,30516.0,30402.0,217127.0,765798.0,30543.0,31714.0,28280.0,28458.0,1162838.0,2020-12-03
710,30527.0,30393.0,218744.0,762239.0,30641.0,31661.0,28256.0,28571.0,1161032.0,2020-12-04
711,30267.0,30402.0,216513.0,770125.0,30994.0,31652.0,28413.0,29063.0,1167429.0,2020-12-07
712,30233.0,30433.0,219065.0,769316.0,30999.0,31698.0,28404.0,28809.0,1168957.0,2020-12-08
713,30589.0,30437.0,218610.0,772187.0,31047.0,31793.0,28553.0,28730.0,1171946.0,2020-12-09
714,30531.0,30444.0,217942.0,767739.0,31108.0,31775.0,28546.0,28627.0,1166712.0,2020-12-10
715,30630.0,30442.0,219987.0,766647.0,31055.0,31821.0,28581.0,28440.0,1167603.0,2020-12-11
716,30777.0,30423.0,220762.0,764544.0,31110.0,31863.0,28597.0,28402.0,1166478.0,2020-12-14
717,30633.0,30444.0,220374.0,764302.0,30946.0,31916.0,28612.0,28386.0,1165613.0,2020-12-15
718,30716.0,30426.0,222459.0,768911.0,30880.0,31765.0,28632.0,28836.0,1172625.0,2020-12-16
719,30814.0,30433.0,222953.0,769842.0,31105.0,31688.0,28649.0,28820.0,1174304.0,2020-12-17
720,30827.0,30435.0,220695.0,774047.0,31259.0,31711.0,28745.0,29029.0,1176748.0,2020-12-18
721,30753.0,30419.0,219680.0,772349.0,31171.0,31671.0,28687.0,28398.0,1173128.0,2020-12-21
722,30275.0,30437.0,220642.0,766283.0,30885.0,31697.0,28569.0,28146.0,1166934.0,2020-12-22
723,30344.0,30451.0,222045.0,768871.0,30766.0,31751.0,28520.0,28415.0,1171163.0,2020-12-23
724,30500.0,30430.0,223207.0,771176.0,31033.0,31708.0,28560.0,28422.0,1175036.0,2020-12-24
725,30570.0,30402.0,222593.0,771863.0,30874.0,31662.0,28529.0,28604.0,1175097.0,2020-12-25
726,30735.0,30402.0,226401.0,773076.0,30938.0,31740.0,28598.0,28647.0,1180537.0,2020-12-28
727,31309.0,30393.0,228726.0,780153.0,30957.0,31848.0,28687.0,28858.0,1190931.0,2020-12-29
728,31059.0,30388.0,230169.0,777969.0,31216.0,31820.0,28672.0,28683.0,1189976.0,2020-12-30
